"date_day","namefull","birthday","gender","billv"
2017-04-04,"Стрекалов Кирилл",1992-09-18,1,863
2017-04-04,"Спиридов Егор",1966-12-06,1,1240
2017-04-04,"Якимович Аркадий",1967-02-03,1,1043
2017-04-04,"Герасименко Олег",1985-10-29,1,899
2017-04-04,"Ивков Данила",1975-05-09,1,1255
2017-04-04,"Судленкова Татьяна",1965-10-11,0,1377
2017-04-04,"Ягодинская Валентина",1973-07-17,0,1193
2017-04-04,"Свечка Екатерина",1979-05-18,0,878
2017-04-04,"Хвощинский Валентин",1975-01-30,1,840
2017-04-04,"Рождественская Евгения",1979-04-05,0,720
2017-04-04,"Лукьянова Анна",1970-10-03,0,1134
2017-04-05,"Вадбольская Оксана",1978-02-02,0,1084
2017-04-05,"Чеботарёва Любовь",1975-10-16,0,675
2017-04-05,"Метальников Лев",1984-05-01,1,957
2017-04-05,"Скарятина Валентина",1976-05-04,0,1218
2017-04-05,"Семевский Анатолий",1982-06-19,1,1461
2017-04-05,"Болсунов Кирилл",1975-10-21,1,1513
2017-04-05,"Спицына Юлия",1978-01-17,0,2050
2017-04-05,"Губастов Владимир",1973-12-24,1,820
2017-04-05,"Калантаев Пётр",1979-07-19,1,847
2017-04-05,"Маевский Фёдор",1969-07-26,1,2946
2017-04-05,"Круковецкий Игорь",1968-05-20,1,2074
2017-04-05,"Болховитинов Лев",1961-12-24,1,1746
2017-04-05,"Ипатьев Игорь",1976-08-22,1,751
2017-04-05,"Головкин Антон",1985-09-25,1,902
2017-04-05,"Шапенков Матвей",1984-01-28,1,2198
2017-04-05,"Чемодурова Екатерина",1987-10-08,0,1354
2017-04-05,"Волконская Ольга",1988-03-14,0,1355
2017-04-05,"Саблукова Валентина",1988-07-03,0,2603
2017-04-05,"Мельгунов Григорий",1984-04-11,1,1001
2017-04-05,"Мальш Артём",1986-06-25,1,1208
2017-04-05,"Казначеева Варвара",1980-03-26,0,886
2017-04-05,"Ягужинский Станислав",1978-05-18,1,1422
2017-04-05,"Белевцова Снежана",1987-08-17,0,817
2017-04-05,"Вралова Вера",1979-07-06,0,1153
2017-04-05,"Моргун Владислав",1992-02-01,1,1611
2017-04-05,"Челищев Руслан",1980-02-09,1,1223
2017-04-05,"Алтуфьев Григорий",1972-09-04,1,1332
2017-04-05,"Булгаков Пётр",1976-06-26,1,2475
2017-04-05,"Старжинский Анатолий",1980-05-07,1,1665
2017-04-05,"Петров Вячеслав",1977-03-13,1,885
2017-04-05,"Юсупов Антон",1971-11-16,1,676
2017-04-05,"Кожевников Владимир",1987-08-22,1,1140
2017-04-05,"Горчакова Екатерина",1978-05-20,0,1706
2017-04-05,"Паскевич Виктория",1986-01-24,0,589
2017-04-05,"Тяпкин Владислав",1979-03-02,1,743
2017-04-05,"Лашкевич Никита",1975-10-11,1,792
2017-04-05,"Франк Яков",1986-09-24,1,862
2017-04-05,"Шлоссман Данила",1971-09-08,1,1234
2017-04-05,"Гендрикова Любовь",1989-08-03,0,769
2017-04-05,"Калитин Вячеслав",1972-11-25,1,860
2017-04-05,"Кремер Владимир",1987-12-09,1,2262
2017-04-06,"Якубович Маргарита",1978-04-30,0,839
2017-04-06,"Нилова Арина",1993-05-22,0,1134
2017-04-06,"Милорадович Павел",1981-12-08,1,913
2017-04-06,"Сазонова Инна",1969-02-27,0,1433
2017-04-06,"Баратаева Алевтина",1991-02-06,0,1319
2017-04-06,"Водосвятский Егор",1982-07-21,1,1757
2017-04-06,"Семевский Анатолий",1982-06-19,1,1679
2017-04-06,"Шумахер Лариса",1980-11-21,0,1583
2017-04-06,"Саблукова Валентина",1977-05-30,0,1555
2017-04-06,"Стебницкая Жанна",1975-01-08,0,1107
2017-04-06,"Вяземский Виктор",1986-07-01,1,973
2017-04-06,"Аверкиева Светлана",1974-08-06,0,1056
2017-04-06,"Волоцкая Ольга",1986-12-03,0,1692
2017-04-06,"Тюфякин Пётр",1976-12-11,1,737
2017-04-06,"Исаева Диана",1988-09-11,0,1321
2017-04-06,"Жукова Наталья",1994-02-01,0,686
2017-04-06,"Градовская Наталья",1974-03-10,0,1043
2017-04-06,"Аршинский Валентин",1994-11-02,1,1004
2017-04-06,"Расловлев Данила",1986-10-27,1,1107
2017-04-06,"Боровитинова Таисия",1986-03-15,0,729
2017-04-06,"Селифонтов Валерий",1982-03-14,1,1198
2017-04-06,"Спафарьев Егор",1969-11-22,1,651
2017-04-06,"Шатилов Андрей",1958-09-22,1,1405
2017-04-06,"Чемодурова Екатерина",1987-10-08,0,1753
2017-04-06,"Бурлей Наталья",1980-02-15,0,566
2017-04-06,"Волконская Ольга",1988-03-14,0,1007
2017-04-06,"Бачурина Алина",1978-09-27,0,1256
2017-04-06,"Ягужинский Станислав",1978-05-18,1,1288
2017-04-06,"Каховская Валентина",1990-09-02,0,1459
2017-04-06,"Чеботарь Юлия",1980-12-04,0,1073
2017-04-06,"Калугин Даниил",1972-04-16,1,2079
2017-04-06,"Купреянов Георгий",1982-09-14,1,1409
2017-04-06,"Спиридов Егор",1966-12-06,1,946
2017-04-06,"Ахматова Элеонора",1974-01-10,0,632
2017-04-06,"Голенкин Егор",1975-07-02,1,782
2017-04-06,"Костюшко Варвара",1993-08-06,0,1215
2017-04-06,"Свечка Екатерина",1979-05-18,0,2100
2017-04-06,"Хвощинский Валентин",1975-01-30,1,1166
2017-04-06,"Плохово Яна",1988-09-20,0,579
2017-04-06,"Фогль Иван",1973-07-09,1,2493
2017-04-07,"Васьковская Римма",1993-03-13,0,1683
2017-04-07,"Будберг Таисия",1993-08-20,0,1271
2017-04-07,"Мальш Артём",1982-08-12,1,583
2017-04-07,"Вагнер Алексей",1983-08-05,1,988
2017-04-07,"Фролов Роман",1981-06-19,1,1052
2017-04-07,"Маврин Роман",1987-09-03,1,974
2017-04-07,"Водов Кирилл",1970-06-19,1,701
2017-04-07,"Ефимовский Георгий",1981-02-19,1,1091
2017-04-07,"Гончарук Богдан",1981-06-18,1,1005
2017-04-07,"Воинов Игорь",1980-08-31,1,684
2017-04-07,"Бровков Александр",1982-09-04,1,976
2017-04-07,"Алалыкина Маргарита",1982-09-03,0,1353
2017-04-07,"Щербатов Ярослав",1983-06-20,1,1187
2017-04-07,"Саблукова Валентина",1988-07-03,0,773
2017-04-07,"Каховская Таисия",1976-05-11,0,888
2017-04-07,"Шульц Кирилл",1982-04-15,1,760
2017-04-07,"Моргун Владислав",1992-02-01,1,1128
2017-04-07,"Сузин Вадим",1979-02-19,1,523
2017-04-07,"Янковский Данила",1982-02-14,1,1131
2017-04-07,"Сонин Филипп",1979-10-21,1,1345
2017-04-07,"Тимковский Сергей",1980-05-31,1,1451
2017-04-07,"Грекова Лилия",1990-07-28,0,471
2017-04-07,"Лабунский Александр",1975-03-02,1,1636
2017-04-07,"Корицкая Маргарита",1983-07-16,0,906
2017-04-07,"Панина Оксана",1970-03-23,0,711
2017-04-07,"Ермолинская Екатерина",1974-12-22,0,1653
2017-04-07,"Ватутин Артём",1973-06-18,1,865
2017-04-07,"Скарятина Валентина",1976-08-12,0,1790
2017-04-07,"Габаева Людмила",1974-09-26,0,1774
2017-04-07,"Шапенков Валерий",1992-11-05,1,996
2017-04-07,"Гайворонская Любовь",1964-03-15,0,1319
2017-04-07,"Тимирязев Богдан",1983-06-28,1,740
2017-04-08,"Горелов Тимур",1973-08-27,1,1624
2017-04-08,"Полубинский Ростислав",1988-04-12,1,1253
2017-04-08,"Бастанова Алёна",1970-11-03,0,873
2017-04-08,"Семёнова Анна",1962-06-11,0,985
2017-04-08,"Шиловская Таисия",1983-10-13,0,1158
2017-04-08,"Зузин Аркадий",1982-03-14,1,622
2017-04-08,"Хвощинский Валентин",1984-11-23,1,1699
2017-04-08,"Балакирев Валентин",1973-11-25,1,962
2017-04-08,"Шестаков Александр",1960-05-10,1,679
2017-04-08,"Строев Илья",1987-06-21,1,709
2017-04-08,"Митусов Глеб",1982-08-04,1,1310
2017-04-08,"Горихвостова Светлана",1967-03-19,0,505
2017-04-08,"Епанчина Виктория",1965-09-27,0,738
2017-04-08,"Хотинская Виктория",1987-04-26,0,2567
2017-04-08,"Шиманский Анатолий",1966-07-15,1,1619
2017-04-08,"Исленьев Юрий",1976-11-17,1,753
2017-04-08,"Тимченко Виктор",1978-09-19,1,1070
2017-04-08,"Шевелева Наталья",1986-05-10,0,2240
2017-04-08,"Ватутина Маргарита",1974-11-28,0,1263
2017-04-08,"Елисеев Артём",1979-05-09,1,843
2017-04-08,"Михалкин Антон",1965-06-05,1,1002
2017-04-08,"Перовский Иван",1978-03-26,1,730
2017-04-08,"Бронский Владимир",1991-06-22,1,1050
2017-04-08,"Еремеева Антонина",1981-09-14,0,1351
2017-04-08,"Сосновская Лидия",1964-05-16,0,666
2017-04-08,"Варсонофьева Любовь",1991-06-24,0,1318
2017-04-08,"Корицкая Маргарита",1983-07-16,0,1186
2017-04-08,"Якимович Аркадий",1967-02-03,1,1107
2017-04-08,"Гречанинов Артём",1973-02-06,1,1719
2017-04-08,"Полтинин Ярослав",1991-06-25,1,1666
2017-04-08,"Мачихин Матвей",1979-05-26,1,1488
2017-04-08,"Трусова Анфиса",1975-10-21,0,2019
2017-04-08,"Полозова Римма",1994-11-01,0,1037
2017-04-08,"Суворов Иван",1993-02-06,1,1620
2017-04-08,"Мартынский Григорий",1987-02-03,1,721
2017-04-08,"Селифонтов Вадим",1982-12-04,1,1295
2017-04-09,"Булгаков Пётр",1978-03-04,1,917
2017-04-09,"Измайлов Георгий",1986-04-30,1,700
2017-04-09,"Соломерецкая Надежда",1986-12-03,0,789
2017-04-09,"Невская Надежда",1976-04-07,0,1081
2017-04-09,"Есипов Фёдор",1993-05-21,1,675
2017-04-09,"Бегильдеева Фаина",1970-08-02,0,1035
2017-04-09,"Ивашев Леонид",1981-03-11,1,1150
2017-04-09,"Горсткин Гавриил",1984-02-29,1,590
2017-04-09,"Нетудыхата Роман",1977-03-02,1,797
2017-04-09,"Кудашева Маргарита",1991-11-19,0,1989
2017-04-09,"Гришко Сергей",1980-01-02,1,1425
2017-04-09,"Долгов Руслан",1984-02-03,1,1023
2017-04-09,"Белевцова Снежана",1991-10-04,0,1330
2017-04-09,"Ададуров Дмитрий",1973-03-05,1,1296
2017-04-09,"Янковский Данила",1975-01-13,1,1462
2017-04-09,"Заплатин Виталий",1987-12-28,1,949
2017-04-09,"Калантаев Пётр",1979-07-19,1,1332
2017-04-09,"Собанский Валентин",1972-01-13,1,1059
2017-04-09,"Молчанова Анастасия",1982-07-26,0,1235
2017-04-09,"Кострова Татьяна",1978-09-30,0,861
2017-04-09,"Брянцов Дмитрий",1984-05-24,1,1353
2017-04-09,"Нетудыхата Юлия",1966-02-26,0,1093
2017-04-09,"Грабленова Лариса",1977-05-29,0,1795
2017-04-09,"Казначеева Варвара",1980-03-26,0,1159
2017-04-09,"Петров Вячеслав",1977-03-13,1,1017
2017-04-09,"Спиридов Егор",1966-12-06,1,840
2017-04-09,"Кашинцова Яна",1986-10-28,0,1342
2017-04-09,"Боровская Александра",1982-12-30,0,1039
2017-04-09,"Иловайская Анжела",1968-10-18,0,1312
2017-04-09,"Булдаков Тимур",1990-03-25,1,2055
2017-04-09,"Тимирязев Богдан",1983-06-28,1,675
2017-04-09,"Тимашев Семён",1986-06-23,1,740
2017-04-09,"Ленивцева Маргарита",1990-01-25,0,1143
2017-04-10,"Юрасовский Лев",1977-08-25,1,1859
2017-04-10,"Измайлов Георгий",1986-04-30,1,764
2017-04-10,"Елисеев Артём",1986-10-03,1,1141
2017-04-10,"Микулина Татьяна",1982-02-03,0,922
2017-04-10,"Деденев Богдан",1977-11-10,1,1139
2017-04-10,"Кологривов Данила",1984-10-23,1,1456
2017-04-10,"Спицына Юлия",1978-01-17,0,2299
2017-04-10,"Нетудыхата Роман",1977-03-02,1,1350
2017-04-10,"Аммосова Варвара",1991-08-15,0,840
2017-04-10,"Сонин Тимур",1991-05-06,1,1222
2017-04-10,"Маевский Фёдор",1969-07-26,1,2859
2017-04-10,"Аршинский Валентин",1994-11-02,1,905
2017-04-10,"Братцов Святослав",1980-06-10,1,812
2017-04-10,"Демьянов Евгений",1974-04-20,1,1779
2017-04-10,"Балакирев Валентин",1972-11-12,1,762
2017-04-10,"Круковецкий Игорь",1968-05-20,1,1174
2017-04-10,"Бурков Владимир",1976-09-26,1,1610
2017-04-10,"Хилков Даниил",1993-10-30,1,1910
2017-04-10,"Кавелин Геннадий",1982-07-09,1,1791
2017-04-10,"Бачурина Алина",1978-09-27,0,1673
2017-04-10,"Мамаев Пётр",1988-03-16,1,658
2017-04-10,"Шишова Алина",1989-11-23,0,1532
2017-04-10,"Духовская Алёна",1985-09-14,0,2120
2017-04-10,"Ватутина Маргарита",1974-11-28,0,960
2017-04-10,"Микешина Виктория",1981-05-15,0,1196
2017-04-10,"Алексеев Михаил",1972-11-21,1,1183
2017-04-10,"Денисов Яков",1959-10-14,1,1854
2017-04-10,"Минков Эдуард",1982-10-06,1,869
2017-04-10,"Мартынский Григорий",1983-07-18,1,861
2017-04-10,"Остроградский Николай",1969-12-19,1,1041
2017-04-10,"Ватутин Артём",1973-06-18,1,648
2017-04-10,"Шевелев Ярослав",1977-02-07,1,1395
2017-04-10,"Булгакова Яна",1987-06-26,0,1420
2017-04-11,"Чеснок Ольга",1978-05-16,0,1615
2017-04-11,"Внуков Олег",1978-11-23,1,1828
2017-04-11,"Ашиткова Надежда",1985-10-04,0,841
2017-04-11,"Болотин Матвей",1975-01-02,1,534
2017-04-11,"Брешковская Мария",1980-12-29,0,1798
2017-04-11,"Ходнев Евгений",1975-03-01,1,643
2017-04-11,"Шатров Аркадий",1984-05-30,1,1014
2017-04-11,"Тушина Татьяна",1977-03-24,0,903
2017-04-11,"Крушевский Виктор",1965-09-26,1,722
2017-04-11,"Державин Степан",1978-08-22,1,1140
2017-04-11,"Расловлев Данила",1983-04-13,1,1114
2017-04-11,"Фишер Наталия",1988-07-23,0,648
2017-04-11,"Шестаков Александр",1960-05-10,1,672
2017-04-11,"Высоцкая Жанна",1974-02-11,0,1620
2017-04-11,"Ададуров Дмитрий",1973-03-05,1,860
2017-04-11,"Берг Роман",1976-05-23,1,1217
2017-04-11,"Дворцов Степан",1984-11-29,1,702
2017-04-11,"Головкин Эдуард",1992-10-15,1,1147
2017-04-11,"Косинский Геннадий",1987-08-20,1,1371
2017-04-11,"Гнеушева Фаина",1975-06-13,0,1607
2017-04-11,"Веригина Ангелина",1983-10-24,0,804
2017-04-11,"Горонович Сергей",1988-01-11,1,944
2017-04-11,"Воинов Игорь",1980-08-31,1,1280
2017-04-11,"Мономахова Агния",1988-10-27,0,580
2017-04-11,"Шульц Кирилл",1980-01-13,1,1383
2017-04-11,"Вронская Варвара",1981-11-06,0,929
2017-04-11,"Кадников Матвей",1983-05-09,1,1000
2017-04-11,"Микешина Виктория",1981-05-15,0,730
2017-04-11,"Кутайсов Георгий",1985-12-08,1,1096
2017-04-11,"Кожевникова Римма",1976-09-17,0,1159
2017-04-11,"Зузин Аркадий",1985-03-04,1,2927
2017-04-11,"Якунин Глеб",1974-08-30,1,2003
2017-04-11,"Глебова Наталья",1963-04-24,0,1302
2017-04-11,"Кадников Матвей",1974-02-04,1,1528
2017-04-11,"Судленкова Татьяна",1965-10-11,0,1774
2017-04-11,"Шевелев Ярослав",1977-02-07,1,1664
2017-04-11,"Бровков Гавриил",1978-04-03,1,1925
2017-04-12,"Полубинский Ростислав",1988-04-12,1,756
2017-04-12,"Вердеревский Святослав",1976-11-30,1,1351
2017-04-12,"Старовойтов Иван",1974-04-29,1,1571
2017-04-12,"Бродович Андрей",1966-04-19,1,806
2017-04-12,"Шумахер Лариса",1980-11-21,0,1557
2017-04-12,"Сатина Тамара",1979-02-10,0,970
2017-04-12,"Владимирова Раиса",1980-02-20,0,790
2017-04-12,"Аммосова Варвара",1991-08-15,0,1614
2017-04-12,"Кутузов Богдан",1994-09-21,1,2273
2017-04-12,"Тюфякин Пётр",1976-12-11,1,1757
2017-04-12,"Игнатьева Алёна",1987-05-03,0,744
2017-04-12,"Высоцкая Жанна",1974-02-11,0,1050
2017-04-12,"Борецкая Римма",1976-06-29,0,785
2017-04-12,"Воронецкий Илья",1971-07-23,1,637
2017-04-12,"Свечка Екатерина",1997-07-22,0,1272
2017-04-12,"Строев Илья",1971-09-19,1,708
2017-04-12,"Бобоедова Дарья",1970-07-28,0,1958
2017-04-12,"Мушинский Руслан",1976-10-04,1,737
2017-04-12,"Гончарук Богдан",1981-06-18,1,942
2017-04-12,"Круковецкий Игорь",1968-05-20,1,1147
2017-04-12,"Гоголь Валентина",1984-10-26,0,1188
2017-04-12,"Грабленова Лариса",1977-05-29,0,1084
2017-04-12,"Загоскин Денис",1967-03-16,1,350
2017-04-12,"Вронская Варвара",1981-11-06,0,1374
2017-04-12,"Моргун Владислав",1992-02-01,1,1068
2017-04-12,"Желябужская Анна",1990-11-10,0,1436
2017-04-12,"Сузин Вадим",1979-02-19,1,436
2017-04-12,"Карницкий Валентин",1981-01-28,1,1080
2017-04-12,"Хвостов Фёдор",1972-06-16,1,2501
2017-04-12,"Кудрявская Наталья",1975-05-27,0,934
2017-04-12,"Ершов Кирилл",1977-04-14,1,1624
2017-04-12,"Ефремовский Артём",1983-10-17,1,1842
2017-04-12,"Мантурова Светлана",1989-01-27,0,1445
2017-04-12,"Богданов Святослав",1978-03-07,1,1140
2017-04-12,"Зубатова Любовь",1976-12-31,0,1510
2017-04-12,"Некрасова Маргарита",1988-08-14,0,1038
2017-04-12,"Полтинин Ярослав",1982-03-05,1,650
2017-04-12,"Полетыло Полина",1987-10-24,0,931
2017-04-12,"Михеев Данила",1968-10-28,1,1596
2017-04-12,"Глебова Наталья",1963-04-24,0,773
2017-04-12,"Кривцова Анна",1982-08-04,0,748
2017-04-12,"Щербина Алексей",1980-08-04,1,839
2017-04-12,"Деденев Богдан",1981-11-26,1,827
2017-04-12,"Кузьмин Иннокентий",1989-01-28,1,872
2017-04-12,"Мартьянов Руслан",1985-10-01,1,1086
2017-04-13,"Чубаров Леонид",1973-10-18,1,753
2017-04-13,"Каргашина Таисия",1976-04-16,0,1253
2017-04-13,"Травин Егор",1984-02-03,1,826
2017-04-13,"Вознесенский Алексей",1985-06-23,1,782
2017-04-13,"Шпигель Евгения",1983-11-17,0,1105
2017-04-13,"Щиголев Алексей",1983-02-15,1,1592
2017-04-13,"Спицына Юлия",1978-01-17,0,2126
2017-04-13,"Саблукова Валентина",1977-05-30,0,774
2017-04-13,"Старженский Юрий",1965-07-23,1,2087
2017-04-13,"Юрьев Антон",1995-09-12,1,1236
2017-04-13,"Поздеев Григорий",1986-09-10,1,1684
2017-04-13,"Якимович Марина",1982-04-09,0,911
2017-04-13,"Заплатин Виталий",1987-12-28,1,946
2017-04-13,"Ляпишева Валентина",1987-05-24,0,1513
2017-04-13,"Голоперова Юлия",1982-08-26,0,1121
2017-04-13,"Бачманов Василий",1984-10-01,1,1398
2017-04-13,"Шевцов Егор",1986-04-30,1,718
2017-04-13,"Шишова Алина",1989-11-23,0,2362
2017-04-13,"Вралова Вера",1979-07-06,0,1500
2017-04-13,"Деревянко Яков",1986-11-24,1,1324
2017-04-13,"Греков Василий",1968-02-07,1,560
2017-04-13,"Булгаков Пётр",1976-06-26,1,3050
2017-04-13,"Левкович Валерия",1961-06-14,0,2638
2017-04-13,"Каловская Маргарита",1975-09-06,0,599
2017-04-13,"Цвирко Леонид",1978-12-11,1,1796
2017-04-13,"Жедринский Николай",1982-06-23,1,2146
2017-04-13,"Васильева София",1971-05-26,0,786
2017-04-13,"Лунин Игорь",1983-12-15,1,1194
2017-04-13,"Шатилов Пётр",1985-08-04,1,875
2017-04-13,"Третьякова Екатерина",1988-01-13,0,1565
2017-04-13,"Брезгун Борис",1976-01-04,1,1527
2017-04-13,"Спиридов Егор",1966-12-06,1,981
2017-04-13,"Лосев Пётр",1984-10-14,1,412
2017-04-13,"Ленивцев Юрий",1989-07-13,1,2854
2017-04-13,"Кривцова Анна",1982-08-04,0,1057
2017-04-13,"Карабчевский Пётр",1983-01-22,1,1771
2017-04-13,"Махов Матвей",1990-02-11,1,1269
2017-04-13,"Байчуров Аркадий",1979-04-12,1,1402
2017-04-13,"Захарченко Таисия",1984-11-20,0,765
2017-04-13,"Карачаров Виктор",1971-05-31,1,520
2017-04-14,"Васьковская Римма",1993-03-13,0,1341
2017-04-14,"Макшеева Вероника",1971-07-28,0,801
2017-04-14,"Ветошникова Екатерина",1979-04-11,0,1041
2017-04-14,"Лобода Артём",1972-04-09,1,1904
2017-04-14,"Архарова Любовь",1980-07-16,0,645
2017-04-14,"Вознесенский Алексей",1985-06-23,1,869
2017-04-14,"Гайворонская Виктория",1973-11-28,0,1241
2017-04-14,"Алалыкина Евгения",1973-02-15,0,1807
2017-04-14,"Огарев Руслан",1978-12-09,1,914
2017-04-14,"Путьковская Алиса",1983-01-15,0,1572
2017-04-14,"Чихачёва Елизавета",1982-12-04,0,1436
2017-04-14,"Белевцова Снежана",1991-10-04,0,1679
2017-04-14,"Исаева Диана",1988-09-11,0,1161
2017-04-14,"Гулидов Николай",1960-09-16,1,1157
2017-04-14,"Хилков Даниил",1978-08-14,1,819
2017-04-14,"Розенбах Валерия",1972-03-07,0,2625
2017-04-14,"Гребёнкин Леонид",1983-10-08,1,1328
2017-04-14,"Апухтина Снежана",1972-06-11,0,965
2017-04-14,"Собанский Валентин",1972-01-13,1,772
2017-04-14,"Арнаутова Жанна",1971-08-16,0,1348
2017-04-14,"Шувалов Василий",1995-02-23,1,1314
2017-04-14,"Пущина Любовь",1969-08-05,0,817
2017-04-14,"Гуровский Антон",1981-11-14,1,1516
2017-04-14,"Ляпишева Валентина",1987-05-24,0,1156
2017-04-14,"Бекетова Галина",1971-11-13,0,859
2017-04-14,"Головкин Антон",1985-09-25,1,1133
2017-04-14,"Голоперова Юлия",1982-08-26,0,704
2017-04-14,"Старженский Игорь",1992-02-26,1,1845
2017-04-14,"Лонгинов Данила",1982-04-22,1,983
2017-04-14,"Кавелин Геннадий",1982-07-09,1,2142
2017-04-14,"Зубатов Алексей",1985-07-12,1,644
2017-04-14,"Челищев Руслан",1980-02-09,1,1135
2017-04-14,"Козак Инна",1982-02-04,0,969
2017-04-14,"Некрасова Маргарита",1978-03-30,0,1609
2017-04-14,"Чеботарь Юлия",1980-12-04,0,1038
2017-04-14,"Шимановская Елизавета",1973-12-04,0,1229
2017-04-14,"Кожевникова Римма",1976-09-17,0,1187
2017-04-14,"Арцыбашева Жанна",1972-12-24,0,1113
2017-04-14,"Цвирко Леонид",1978-12-11,1,1323
2017-04-14,"Ефремовский Артём",1983-10-17,1,1027
2017-04-14,"Грекова Лилия",1990-07-28,0,414
2017-04-14,"Некрасова Ольга",1971-01-03,0,1502
2017-04-14,"Аверкиева Кристина",1994-08-02,0,578
2017-04-14,"Мишина Александра",1970-08-21,0,930
2017-04-14,"Злобина Виктория",1975-09-12,0,1890
2017-04-14,"Висленева Эмма",1966-10-09,0,948
2017-04-14,"Неплюева Александра",1970-10-28,0,468
2017-04-14,"Галахова Нина",1979-01-08,0,1556
2017-04-14,"Чечот Галина",1981-04-18,0,694
2017-04-14,"Чернявская Ольга",1975-02-15,0,1999
2017-04-14,"Ададуров Дмитрий",1985-07-27,1,1378
2017-04-14,"Ртищев Дмитрий",1972-02-15,1,1614
2017-04-14,"Селифонтов Вадим",1982-12-04,1,976
2017-04-14,"Шишкова Виктория",1972-02-04,0,1468
2017-04-14,"Баскаков Матвей",1976-09-16,1,1005
2017-04-15,"Лабунский Александр",1984-05-29,1,1154
2017-04-15,"Суворов Иван",1979-06-04,1,903
2017-04-15,"Полубинский Ростислав",1988-04-12,1,1503
2017-04-15,"Шульгин Юрий",1986-09-18,1,958
2017-04-15,"Булатов Иван",1985-06-28,1,2837
2017-04-15,"Микулина Татьяна",1975-12-29,0,848
2017-04-15,"Зузин Аркадий",1982-03-14,1,670
2017-04-15,"Якунин Глеб",1977-09-09,1,1132
2017-04-15,"Сиротин Эдуард",1968-03-13,1,1339
2017-04-15,"Чириков Матвей",1984-08-02,1,1923
2017-04-15,"Аршинский Даниил",1988-01-17,1,1514
2017-04-15,"Спешнев Максим",1991-03-13,1,1828
2017-04-15,"Вахнеев Максим",1995-02-03,1,1288
2017-04-15,"Гарденина Александра",1983-02-06,0,1748
2017-04-15,"Иванова Мария",1973-12-07,0,1802
2017-04-15,"Шестаков Александр",1982-04-16,1,2043
2017-04-15,"Бакаева Кристина",1966-08-06,0,472
2017-04-15,"Бурков Владимир",1976-09-26,1,1094
2017-04-15,"Селифонтов Валерий",1982-03-14,1,1464
2017-04-15,"Косинский Геннадий",1987-08-20,1,1283
2017-04-15,"Рублёв Пётр",1981-08-22,1,602
2017-04-15,"Борецкая Валерия",1984-03-11,0,1655
2017-04-15,"Аммосова Алина",1989-03-25,0,2441
2017-04-15,"Маевский Вячеслав",1985-12-13,1,983
2017-04-15,"Каша Маргарита",1973-05-11,0,565
2017-04-15,"Ковалевский Дмитрий",1987-08-31,1,906
2017-04-15,"Полтинин Ярослав",1978-02-14,1,778
2017-04-15,"Шульц Кирилл",1980-01-13,1,977
2017-04-15,"Горецкий Иннокентий",1976-01-29,1,424
2017-04-15,"Белевцова Снежана",1987-08-17,0,1063
2017-04-15,"Духовская Светлана",1984-02-13,0,1697
2017-04-15,"Вадовская Ирина",1989-02-22,0,1526
2017-04-15,"Мантурова Светлана",1989-01-27,0,508
2017-04-15,"Шимановский Лев",1986-12-18,1,2368
2017-04-15,"Кашкарова Инна",1982-12-15,0,944
2017-04-15,"Сокирко Богдан",1978-01-25,1,1009
2017-04-15,"Калмыков Григорий",1972-11-13,1,1088
2017-04-15,"Башмаков Виталий",1986-05-20,1,2213
2017-04-15,"Пущина Любовь",1984-05-03,0,1166
2017-04-15,"Шульгин Юрий",1985-07-07,1,645
2017-04-15,"Мишина Александра",1970-08-21,0,987
2017-04-15,"Огибалова Алла",1974-08-26,0,1097
2017-04-15,"Алексеев Михаил",1975-08-12,1,985
2017-04-15,"Ададуров Дмитрий",1985-07-27,1,871
2017-04-15,"Сиротина Алевтина",1973-04-08,0,799
2017-04-15,"Мартьянов Руслан",1985-10-01,1,537
2017-04-16,"Чихачёва Елизавета",1959-11-01,0,1875
2017-04-16,"Вознесенский Алексей",1985-06-23,1,944
2017-04-16,"Шатров Аркадий",1984-05-30,1,1598
2017-04-16,"Бутримов Пётр",1992-03-10,1,991
2017-04-16,"Беляев Михаил",1970-08-02,1,1615
2017-04-16,"Астрецов Юрий",1988-09-23,1,908
2017-04-16,"Якунин Глеб",1977-09-09,1,856
2017-04-16,"Коновалова Елена",1983-12-13,0,1552
2017-04-16,"Гайворонский Аркадий",1985-03-06,1,1291
2017-04-16,"Бокастов Ярослав",1982-07-10,1,1696
2017-04-16,"Бок Лариса",1984-12-18,0,773
2017-04-16,"Полубинский Ростислав",1973-11-08,1,3313
2017-04-16,"Чечот Анна",1996-04-20,0,1732
2017-04-16,"Горихвостова Светлана",1967-03-19,0,902
2017-04-16,"Братцов Святослав",1980-06-10,1,761
2017-04-16,"Адамович Олег",1973-02-09,1,955
2017-04-16,"Микулина Татьяна",1967-03-24,0,1265
2017-04-16,"Евлашев Леонид",1991-03-10,1,1867
2017-04-16,"Щепин Николай",1984-07-18,1,1164
2017-04-16,"Бехтеева Ирина",1992-04-09,0,1055
2017-04-16,"Горецкий Иннокентий",1973-03-14,1,1136
2017-04-16,"Мансурова Вероника",1983-05-07,0,1156
2017-04-16,"Лызлова Маргарита",1980-03-03,0,835
2017-04-16,"Мацко София",1970-08-18,0,584
2017-04-16,"Каховская Таисия",1976-05-11,0,1109
2017-04-16,"Желябужская Анна",1990-11-10,0,1377
